riddle,choice0,choice1,choice2,choice3,(index of correct choice)
Lanthanum Europium Erbium Neodymium,esoteric,elements,aspects,abjuration,1
Lanthanum Europium Erbium Neodymium,colors,aspects,abjuration,elements,3
"With the head of an elephant,  and the tail of a monkey,  My touch can be deadly if you're unlucky. I'm an excellent swimmer,  But if you wet me I'll holler,  And racing me would be pure folly.",solar energy,electricity,hydrogen,oxygen,1
"With the head of an elephant,  and the tail of a monkey,  My touch can be deadly if you're unlucky. I'm an excellent swimmer,  But if you wet me I'll holler,  And racing me would be pure folly.",electronics,oxygen,electricity,solar energy,2
What turns from red to black as soon as it touches water?,October,February,wisp,ember,3
What turns from red to black as soon as it touches water?,October,February,rumble,ember,3
"On the hill there is a mill, Round the mill there is a walk, Under the walk there is a key. Where is this place?",Chicago,Baltimore,Minnesota,Milwaukee,3
"On the hill there is a mill, Round the mill there is a walk, Under the walk there is a key. Where is this place?",Milwaukee,Baltimore,Minnesota,Boston,0
"According to many students, dogs have an appetite for this paper item.",teacher,homework,schoolwork,studying,1
"According to many students, dogs have an appetite for this paper item.",teacher,homework,studying,assignments,1
Four is half of five. True or false?,true,innocent,accurate,correct,0
Four is half of five. True or false?,accurate,true,correct,clever,1
"I'm colourful,  You can have thick strips of me,  And people often lose some of me.   What am I?",skittles,macaroni,crayons,legos,2
"I'm colourful,  You can have thick strips of me,  And people often lose some of me.   What am I?",macaroni,napkins,skittles,crayons,3
"I can contort into many fantastic shapes, and.can form one thing even after being run through a grate. I can appear in many different guises, and.Am to be won among Halloween prizes. WHAT AM I?",cigarettes,gum,toothpaste,dental floss,1
"I can contort into many fantastic shapes, and.can form one thing even after being run through a grate. I can appear in many different guises, and.Am to be won among Halloween prizes. WHAT AM I?",skittles,toothpaste,gum,cigarettes,2
I eat insects. I live in the pond. I hop. I am green.  What am I?,frog,lizard,crab,snake,0
I eat insects. I live in the pond. I hop. I am green.  What am I?,snake,frog,bird,crab,1
"A circle of stones, never in rows. Stacked one on the other, mystery it sows. What is it?",Kaaba,Strangereal,pyramids,Stonehenge,3
"A circle of stones, never in rows. Stacked one on the other, mystery it sows. What is it?",Kaaba,Strangereal,Stonehenge,Sphinx,2
I have a red cap on my head and a stone in my throat my sweetness is something of note. What am I?,Florida Keys,cherry,peach,hotswap,1
I have a red cap on my head and a stone in my throat my sweetness is something of note. What am I?,cherry,peach,Florida Keys,valley,0
"Men seize it from its home, tear apart its flesh, drink the sweet blood, then cast its skin aside.",red,grey,orange,brown,2
"Men seize it from its home, tear apart its flesh, drink the sweet blood, then cast its skin aside.",red,orange,grey,blue,1
"""If someone is ""nuts"" what are they?""",awesome,raccoon,crazy,amazing,2
"""If someone is ""nuts"" what are they?""",crazy,puppy,amazing,awesome,0
What comes down and goes up again and again? What is that?,unicorn,rain,snow,colors,1
What comes down and goes up again and again? What is that?,unicorn,weather,rain,snow,2
What is easier done than said?,annihilation,noise,whisper,silence,3
What is easier done than said?,noise,darkness,whisper,silence,3
On the battlefield I shudder .Under thrust of mace and sword .A crest emblazoned on my chest .With pride I serve my lord.  Many battles I have seen .On fields of grass and mud .And though I'm scarred from fighting .I've not shed a drop of blood.  What am I?,sword,shield,sponge,jar,1
On the battlefield I shudder .Under thrust of mace and sword .A crest emblazoned on my chest .With pride I serve my lord.  Many battles I have seen .On fields of grass and mud .And though I'm scarred from fighting .I've not shed a drop of blood.  What am I?,jar,sword,knockback,shield,3
Bat Dugout Fence Foul,football,softball,baseball,basketball,2
Bat Dugout Fence Foul,baseball,basketball,softball,hockey,0
"A bell rung out, a gong, a drumbeat, or even a hunting horn sounded out its call. A call for silence filled the air, the words shouted, of famine, war, feast, or taxation, and all were protected by king, queen or country, lest the messenger you kill.  Of what does this riddle speak?",priest,merchants,pilgrims,town criers,3
"A bell rung out, a gong, a drumbeat, or even a hunting horn sounded out its call. A call for silence filled the air, the words shouted, of famine, war, feast, or taxation, and all were protected by king, queen or country, lest the messenger you kill.  Of what does this riddle speak?",newspapers,merchants,pilgrims,town criers,3
Dead and Bound .What once was free.What made no sound.Now sings with glee.,guitar,saxophone,clarinet,violin,3
Dead and Bound .What once was free.What made no sound.Now sings with glee.,guitar,saxophone,piano,violin,3
I am associated with spring and I love to hop around in the grass. I like playing in your vegetable garden and my teeth are long and sharp. What am I?,raccoon,squirrel,rabbit,cat,2
I am associated with spring and I love to hop around in the grass. I like playing in your vegetable garden and my teeth are long and sharp. What am I?,squirrel,bird,cat,rabbit,3
What's long and hard and has cum in it?,cucumber,celery,pineapple,radish,0
What's long and hard and has cum in it?,radish,cucumber,celery,salad,1
What always goes up when it rains?,blanket,unbrella,poncho,umbrella,3
What always goes up when it rains?,umbrella,scarf,unbrella,blanket,0
What has teeth but can't eat?,comb,brush,hair,scrub,0
What has teeth but can't eat?,comb,hair,scrub,shave,0
An ancient suit that is not worn with a tie.,weapon,shields,armor,damage,2
An ancient suit that is not worn with a tie.,shields,helmet,damage,armor,3
"I know a country. If you remove the last aplhabet of its name, it will become a part of your body. Do you?",China,India,Russia,Asia,0
"I know a country. If you remove the last aplhabet of its name, it will become a part of your body. Do you?",Japan,Russia,China,Asia,2
"""If I say I'm going to ""hit the sack"", what am I going to do?""",cuddle,mattress,sleep,wake,2
"""If I say I'm going to ""hit the sack"", what am I going to do?""",sleep,mattress,cuddle,teddy bear,0
"To get to the word SCARY to ALONE, changing only one letter at a time to make 8 different words including SCARY and ALONE.",weird,terrifying,scary,horrifying,2
"To get to the word SCARY to ALONE, changing only one letter at a time to make 8 different words including SCARY and ALONE.",horrifying,weird,scary,nightmares,2
What tree is most warmly clad?,sapling,shrub,pillow,fir tree,3
What tree is most warmly clad?,teddy bear,pillow,sapling,fir tree,3
"Metal or bone I may be, many teeth I have and always bared, yet my bite harms no one and ladies delight in my touch. What am I?",hair,brush,comb,scrub,2
"Metal or bone I may be, many teeth I have and always bared, yet my bite harms no one and ladies delight in my touch. What am I?",scrub,comb,hair,shave,1
"Mary’s father has 5 daughters – Nana, Nene, Nini, Nono. What is the fifth daughters name?",Mary,John,Sarah,Jesus,0
"Mary’s father has 5 daughters – Nana, Nene, Nini, Nono. What is the fifth daughters name?",Sarah,David,Jesus,Mary,3
"you do me when you spend and you use me when you eat to no end , what i am",teddy bear,stability,mattress,balance,3
"you do me when you spend and you use me when you eat to no end , what i am",rebalancing,teddy bear,balance,stability,2
"Cloud is my mother, wind is my father. What am I?",rain,snow,unicorn,colors,0
"Cloud is my mother, wind is my father. What am I?",colors,weather,rain,snow,2
"I am an animal of few letters,Remove the second and you cant see,Change it to l and I'm a punishment,Yet backwards I'm a game.What am I?",lizard,snake,frog,crab,2
"I am an animal of few letters,Remove the second and you cant see,Change it to l and I'm a punishment,Yet backwards I'm a game.What am I?",crab,frog,snake,bird,1
What six letter word when you take away one letter leaves twelve?,hundreds,forty,thousands,dozens,3
What six letter word when you take away one letter leaves twelve?,forty,dozens,hundreds,five,1
"You are going to make a word. To make this word, you need to put a letter in between two e's to make a word that starts with e and ends with e. What is the word? Hint: Think outside the box.",suitcase,jar,return address,envelope,3
"You are going to make a word. To make this word, you need to put a letter in between two e's to make a word that starts with e and ends with e. What is the word? Hint: Think outside the box.",suitcase,receipt,envelope,return address,2
