,question,choice_list,choice_order
2208,What flower sounds very kissable?,"['Sunflowers', 'Tulips.', 'Roses', 'Daisies']",[1]
2209,"What can be touched, but can't be seen?","[""Someone's heart."", 'A thought', 'A dream', 'A cloud']",[0]
2210,"I'm tiny but quite expensive. But when you use me, all I do is hang and sparkle.What Valentine's Day gift am I?","['Earrings.', 'Necklace', 'Ring', 'Bracelet']",[0]
2211,What did the farmer give his girlfriend on Valentine's Day?,"['""A box of chocolates""', '""A bouquet of roses""', '""A romantic dinner""', 'Hogs and kisses.']",[3]
2212,Who marries many times but always remains single?,"['A priest.', 'A wedding planner', 'A divorce lawyer', 'A serial dater']",[0]
2213,"After the wedding, two married spiders drive off on their honeymoon. What do you call the young spider couple?","['""Arachnid lovebirds""', '""Honeymooners""', '""Spiderlings""', 'Newly webs.']",[3]
2214,"You see a boat filled with people, but there isn't a single person on board.How is this possible?","['The boat was a mirage', 'The boat was a ghost ship', 'The people on the boat were invisible', 'All the passengers were married.']",[3]
2215,"I connect two people, but I touch only one.What am I?","['A wedding ring.', 'A bridge', 'A handshake', 'A phone call']",[0]
2216,How do you know that a wedding is really emotional?,"['Even the cake is in tiers.', '""The guests are seen wiping away tears during the speeches.""', '""The groom gets choked up during his vows.""', '""The bride cries throughout the entire ceremony.""']",[0]
2217,"I am another word for love, and I consist of nine letters. I rhyme with selection and perfection.What am I?","['Affection.', 'Connection', 'Reflection', 'Direction']",[0]
2218,Did Adam and Eve ever have a date?,"['No, but they surely had apples.', 'No', 'Maybe', 'Yes']",[0]
2219,What does a snake couple do as they say goodbye?,"['They give a hiss on the cheek to each other.', 'They shed their skin together', 'They coil around each other', 'They slither away from each other']",[0]
2220,What part of the ocean is considered the most romantic?,"['The place where the ""buoy"" meets the ""gull.""', '""The Love Reef""', '""The Romance Bay"" ', '""The Passionate Cove""']",[0]
2221,What does the boy bird call his darling?,"['Feathered sweetheart', 'Tweetheart.', 'Lovebird', 'Chirpkin']",[1]
2222,What did the magnet say to the paperclip?,"['""I\'m not attracted to you.""', '""I don\'t find you appealing.""', '""You\'re repulsive to me.""', ""I think you're very attractive.""]",[3]
2223,How did the sculpture confess her love?,"['""I love you with all of my masterpiece.""', '""I love you with all of my chisel.""', '""I love you with all of my clay.""', 'I love you with all of my art.']",[3]
2224,What do you call a couple of Italian ants?,"['Pasta', 'Romance.', 'Pizza', 'Gelato']",[1]
2225,"From that which comes within itself,It builds its table on my shelf.What is it?","['A bee', 'A bird', 'A spider.', 'A squirrel']",[2]
2226,"I wiggle and I cannot see,Sometimes I'm underground, and at times on a tree.I really don't want to end up on a hook,I turn into a person when combined with a book.What am I?","['A worm.', 'A centipede', 'A snake', 'A caterpillar']",[0]
2227,A man is sitting in a small house with 4 walls. All of the walls are facing south. There is a bear lurking near the house. What color is the bear?,"['The bear is white. Since all the walls of the house are facing south, you can conclude that the house is located on the North Pole. Hence, the bear is most likely a polar bear.', 'The bear is black. Since all the walls of the house are facing south', 'The bear is brown. Since all the walls of the house are facing south', 'The bear is gray. Since all the walls of the house are facing south']",[0]
2228,"I have legs but rarely walk.I bite many but never talk.I search for places that can hide me,Because those that feed me also hate me.What am I?","['A mosquito', 'A flea.', 'A spider', 'A tick']",[1]
2229,"A raven, a monkey, and a squirrel are all racing to the top of a coconut tree. Which animal will get the banana?","['The squirrel', 'No one, because there are no bananas on a coconut tree!', 'The raven', 'The monkey']",[1]
2230,Two silkworms started a fight. How did it end?,"['In a tie!', '""One of them won""', '""They both got tangled up""', '""They made peace""']",[0]
2231,What animal can lend you a buck?,"['A deer (male deer are called bucks).', 'A squirrel', 'A horse', 'A rabbit']",[0]
2232,"Why did the chicken, the turkey, the goose, and the pigeon get in trouble?","['""Because they were trespassing.""', '""Because they were causing a ruckus.""', '""Because they were stealing food.""', 'Because of their fowl language.']",[3]
2233,"A cat can jump up to 6 and a half meters. There is a window 3 feet away from the floor, but the feline can't jump through it. Why?","['The cat was afraid of heights.', 'The cat was too lazy to jump.', 'The window was too small for the cat to fit through.', 'The window was closed.']",[3]
2234,"I have around 5,000 feathers and I'm a bird native to America. People say Benjamin Franklin wanted me to be the national bird of the United States.What am I?","['A turkey.', 'A bald eagle', 'A blue jay', 'A robin']",[0]
2235,What happens when you're shaving a looney sheep?,"['Shear madness.', '""Crazy clippers""', '""Fleeced frenzy""', '""Woolly chaos""']",[0]
2236,What do you call a cow sucked up by a tornado?,"['A cyclone smoothie', 'A tornado steak', 'A twister burger', 'A milkshake.']",[3]
2237,I always sleep with my shoes on.What am I?,"['A bird', 'A cat', 'A horse.', 'A dog']",[2]
2238,What do you call a cow spying on another cow?,"['""A moo-nitoring""', '""A bovine espionage""', '""A cattle surveillance""', 'A steak out.']",[3]
2239,"I stash treasures in the ground,And dig them out in winter.You can find me in a tree,Nibbling on my nutty dinner.What am I?","['Raccoon', 'Rabbit', 'A squirrel.', 'Chipmunk']",[2]
2240,What is the first animal in space?,"['The cow that jumped over the moon.', 'The dog that chased its tail', 'The monkey that swung from the trees', 'The cat that purred in the sun']",[0]
2241,"What goes tick-tock, bow-wow, tick-tock, bow-wow?","['""A cat meowing""', '""A cow mooing""', 'A watch dog.', '""A bird chirping""']",[2]
2242,"I have a duck's bill, a beaver's tail, webbed feet, and I lay eggs.What am I?","['A seahorse', 'A flamingo', 'A penguin', 'A platypus.']",[3]
2243,What steps must you take when you notice a tiger running toward you?,"['""Stand still and hope it doesn\'t see you""', '""Hide behind a tree""', 'Big ones!', '""Try to outrun the tiger""']",[2]
2244,Why is it so difficult for the leopard to hide?,"[""Because it's always spotted."", ""Because it's too big."", ""Because it's too noisy."", ""Because it's too slow.""]",[0]
2245,"I have no arms and legs. I crawl on my belly, and I have a lethal sting. When I go to sleep, I curl into a ring but I leave my eyes open wide. What am I?","['A snake.', 'A caterpillar', 'A scorpion', 'A spider']",[0]
2246,"I live on a farm and I'm pink.I'm famous for saying ""oink...oink.""Come near me, and you'll realize I stink.What am I?","['A horse', 'A pig.', 'A chicken', 'A cow']",[1]
2247,"My arms are longer than my legs, and I can be taught sign language to communicate with humans.What am I?","['A chimpanzee', 'A gorilla.', 'A bonobo', 'An orangutan']",[1]
2248,I grow down as I grow up.What am I?,"['A ladder', 'A mountain', 'A goose - goose feathers are called down.', 'A tree']",[2]
2249,I am always black and whiteBut I'm not an old TVI'm a kind of animalThat begins with the letter ZWho am I?,"['A zodiac sign', 'A zucchini', 'A zebra.', 'A zebra fish']",[2]
2250,"A boy stood on one side of a river, and his cat was on the other side. When the boy called his cat, it crosses the river right away. Moreover, the cat's fur remained completely dry, and it didn't use a boat, bridge, or any other manmade vessel or structure to cross the bridge.How did the cat do it?","['he cat used a hidden underground tunnel', 'he cat had the ability to teleport', 'The river was frozen.', 'he cat walked on a series of floating logs or debris in the river']",[2]
2251,"A young man entered a pet shop in search of a talking parrot. On one of the cages, he saw a sign saying, ""This parrot repeats everything it hears."" The man bought the parrot and tried to teach it to speak. Yet, he was unsuccessful. The bird didn't say one word in over 2 weeks. So the man decided to return the parrot and accused the shopkeeper of lying. However, the shopkeeper insisted that he was saying the truth...How is this possible?","['The parrot was mute.', 'The parrot was trained not to speak.', 'The parrot was deaf.', 'The parrot was too young to start speaking.']",[2]
2252,"What king do you make if you take the head of a llama, the middle of a pig, the back of a buffalo, and the tail of a stallion?","['A tiger', 'A bear', 'A lion.', 'A wolf']",[2]
2253,"Sneaky as a shadow in the dead of night,Cunning but affectionate if given a bite.Never owned but often loved.What am I?","['A dog', 'A bird', 'A cat.', 'A snake']",[2]
2254,What kind of can doesn't need a can-opener?,"['A soda can', 'A pelican.', 'A soup can', 'A tuna can']",[1]
2255,"I'm grey, but I'm no wolf,I have long ears, but I'm not a rabbit,I have hooves, but I'm not a cow.What am I?","['A donkey.', 'A cow', 'A wolf', 'A rabbit']",[0]
2256,"I'm a pet with cute ears, four legs, and a tail at the end.You surely heard me barking. I'm known as man's best friend.What am I?","['A horse', 'A bird', 'A cat', 'A dog.']",[3]
2257,"Some are afraid of this creature,Because it has a large bite.So be careful out in the ocean,One of its kin is a Great White.What is it?","['A shark.', 'A seal', 'A whale', 'A dolphin']",[0]
2258,"Throughout the day I rest and sleep.At night, I fly and hunt.I have no feathers on my wings,Nor do I chirp or grunt.What am I?","['A bat.', 'A bird', 'A vampire', 'A butterfly']",[0]
2259,I am named after the animal I eat.What am I?,"['An anteater.', 'A bear', 'A lion', 'A tiger']",[0]
2260,"I may be small, but I can climb a tower.What am I?","['A bird', 'A spider', 'A squirrel', 'An ant.']",[3]
