riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"I am always around you but often forgotten. I am pure and clean most time, but occasionally rotten. What am I?",downdraft,updraft,air,dandruff,2
I am often found on top of the Christmas tree. I am bright and in the sky you can also see me.,transformers,star,wars,sky,1
I am often found on top of the Christmas tree. I am bright and in the sky you can also see me.,star,transformers,wars,moon,0
What do you call a rabbit with fleas?,bugs bunny,T-rex,mickey mouse,homer simpson,0
What do you call a rabbit with fleas?,cartoon,homer simpson,bugs bunny,mickey mouse,2
"Grows from the ground, bushes and grass, leaves of yellow, red and brow, unruly plants, get the axe, trim the hedge back down.",wig,beard,dandruff,hair,3
"Grows from the ground, bushes and grass, leaves of yellow, red and brow, unruly plants, get the axe, trim the hedge back down.",dandruff,eyebrows,wig,hair,3
"I am the kind of food monkey likes, and people slip on me and fall in cartoons. What am I?",watermelon,banana,peanut butter,snack,1
"I am the kind of food monkey likes, and people slip on me and fall in cartoons. What am I?",snack,peanut butter,banana,avocado,2
"I can be found on a tree with many branches, as well as on a computer. When people find out about me, it usually strikes home.",mother,Christmas,family,holiday,2
"I can be found on a tree with many branches, as well as on a computer. When people find out about me, it usually strikes home.",mother,mom,Christmas,family,3
"This is a place thats not on earth. Where only astronauts have been sent. It can be full, it can be half. And sometimes it can be a crescent. What is it?",sun,asteroid,jupiter,moon,3
"This is a place thats not on earth. Where only astronauts have been sent. It can be full, it can be half. And sometimes it can be a crescent. What is it?",jupiter,orbit,sun,moon,3
"Father offered a gift to his Daughter and told .  i. If you feel hungry, you may eat it. ii. If you feel thirsty, you may drink it. iii. If you feel coldish, you may burn it. So, what is that gift that father presented to the daughter?",cinnamon,coconut,cashew,avocado,1
"Father offered a gift to his Daughter and told .  i. If you feel hungry, you may eat it. ii. If you feel thirsty, you may drink it. iii. If you feel coldish, you may burn it. So, what is that gift that father presented to the daughter?",hazelnut,coconut,avocado,cinnamon,1
IF I WILL TAKE OUT ITS FIRST THIRD AND LAST LETTER STILL IT WILL SOUND THE SAME,empty,crowded,right,lightning,0
IF I WILL TAKE OUT ITS FIRST THIRD AND LAST LETTER STILL IT WILL SOUND THE SAME,crowded,flammable,right,empty,3
"""Tje Smith family is a very wealthy family that loves in a big, circular hoise. One day Mr. Smith found jam on his new carpet. He found everyone who ha d jam that morning. Read the following to determine who spilled the jam  Billy Smith: ""  I was outside playing basketball"" The maid: "" i was disting the corners of the house"" The Chef : "" I was making lumch for later"" Who was lying?""",janitor,maid,bride,babysitter,1
"""Tje Smith family is a very wealthy family that loves in a big, circular hoise. One day Mr. Smith found jam on his new carpet. He found everyone who ha d jam that morning. Read the following to determine who spilled the jam  Billy Smith: ""  I was outside playing basketball"" The maid: "" i was disting the corners of the house"" The Chef : "" I was making lumch for later"" Who was lying?""",maid,janitor,bride,waitress,0
Which airplane is not straight?,biplane,aircraft,airplane,helicopter,0
Which airplane is not straight?,aircraft,submarine,biplane,airplane,2
"The initial letters, joined aright, A famous Jew will bring to light. Who is it?",Aj,Cain,Joshua,David,2
"The initial letters, joined aright, A famous Jew will bring to light. Who is it?",Joshua,David,Conor,Aj,0
What fish is a celebrity?,crabs,turtle,starfish,crab,2
What fish is a celebrity?,shrimp,crabs,turtle,starfish,3
"I'm like a sheltering tree.You planted in fertile ground: When you carefully nurtured me, My roots grew deeply bound. I protected you from the rain.And life's many raging storms. You delighted in me again.When days were sunny and warm. My wood, it has no worth. My fruit you cannot eat, But above all things on Earth, I am most precious and sweet. There's one last thing to tell, A hint from me to you: You can't raise me by yourself -.I must be cultivated by two. What am I?",relationship,friendship,affection,romantic feelings,1
"I'm like a sheltering tree.You planted in fertile ground: When you carefully nurtured me, My roots grew deeply bound. I protected you from the rain.And life's many raging storms. You delighted in me again.When days were sunny and warm. My wood, it has no worth. My fruit you cannot eat, But above all things on Earth, I am most precious and sweet. There's one last thing to tell, A hint from me to you: You can't raise me by yourself -.I must be cultivated by two. What am I?",marriage,relationship,romantic feelings,friendship,3
I run around the city but never move. What am I?,battlements,city wall,bartering,fortifications,1
I run around the city but never move. What am I?,bartering,fortifications,city wall,hoard,2
"I'm seven times seventy, Plus a decade more. This has all happened before. Red and gold, I am no liar. My nursery will be made.From my funeral pyre. Who am I?",phoenix,chicago,Milwaukee,Baltimore,0
"I'm seven times seventy, Plus a decade more. This has all happened before. Red and gold, I am no liar. My nursery will be made.From my funeral pyre. Who am I?",houston,phoenix,Baltimore,Milwaukee,1
This food is a Thanksgiving tradition.,helicopter,iran,italy,turkey,3
This food is a Thanksgiving tradition.,turkey,meteor,helicopter,italy,0
"He calls in the morning, the day to renew, if his owner gets hungry, he'll be turned to stew. What is he?",axe,sword,rooster,squirrel,2
"He calls in the morning, the day to renew, if his owner gets hungry, he'll be turned to stew. What is he?",sword,bird,rooster,squirrel,2
Readily available on the street.For those who may have a tooth that is sweet. My shops are a likely destination.For quenching one's sucrose inclination. As you are sitting through meeting room talks.I'm waiting for you in a cardboard box. If value is what you are looking for.I'm frequently grouped with eleven more. What am l?,banana,doughnut,pretzel,loaf,1
Readily available on the street.For those who may have a tooth that is sweet. My shops are a likely destination.For quenching one's sucrose inclination. As you are sitting through meeting room talks.I'm waiting for you in a cardboard box. If value is what you are looking for.I'm frequently grouped with eleven more. What am l?,sandwich,pretzel,banana,doughnut,3
What is the difference between yesterday and tomorrow?,monday,saturday,tomorrow,today,3
What is the difference between yesterday and tomorrow?,tomorrow,monday,today,yesterday,2
"Which does not belong in this group: Apple, Grape, Banana, Cherry, Pear",peanut butter,snack,banana,watermelon,2
"Which does not belong in this group: Apple, Grape, Banana, Cherry, Pear",avocado,snack,watermelon,banana,3
"On adventures she is a faithful pal, but at times get into mischief she shall.",Esther,Marie,Elly,Rinoa,2
"On adventures she is a faithful pal, but at times get into mischief she shall.",Esther,Katy,Rinoa,Elly,3
Their boisterous laughing.Does provoke; In any adventure.They are no joke!  What am I?,hyena,lion,hippo,gorilla,0
Their boisterous laughing.Does provoke; In any adventure.They are no joke!  What am I?,hyena,hippo,lion,squirrel,0
Which gate can you not go through?,dentist,Colgate,Yale,Oklahoma,1
Which gate can you not go through?,Purdue,Colgate,dentist,Yale,1
"A container holding water but not a cup. If you want to find me, look up. What am I?",coconut,avocado,cashew,hazelnut,0
"A container holding water but not a cup. If you want to find me, look up. What am I?",coconut,avocado,cinnamon,cashew,0
"The year of the rat, the dog or the boar. On this holiday you'll find dragons, lanterns, and so much more!What is it?",Golden Week,Chinese New Year,holiday,Christmas,1
"The year of the rat, the dog or the boar. On this holiday you'll find dragons, lanterns, and so much more!What is it?",Christmas,holiday,Spring Festival,Chinese New Year,3
"I've got a lot of keys, eight and eighty to be exact. Yet there's not a keyhole in the world to fit them, and that's a fact. What am I?",impossible,piano,guitar,violin,1
"I've got a lot of keys, eight and eighty to be exact. Yet there's not a keyhole in the world to fit them, and that's a fact. What am I?",violin,impossible,piano,simple,2
"It's been around for millions of years, but is never more than a month old. What is it?",moon,jupiter,asteroid,orbit,0
"It's been around for millions of years, but is never more than a month old. What is it?",sun,asteroid,orbit,moon,3
What always eats but is always hungry?,fire,lightning,blood,flamethrower,0
What always eats but is always hungry?,fire,lightning,flamethrower,flammable,0
"Begin with a word, five letters to my name, remove the first and last but I am the same. Take out my middle and still I remain.",empty,crowded,lightning,right,0
"Begin with a word, five letters to my name, remove the first and last but I am the same. Take out my middle and still I remain.",right,crowded,flammable,empty,3
"Some days you think i'm pretty, but some days you think i'm ugly. Some days you'll love me, but some days you'll hate me. If you think i'm not good enough, you might get rid of me. Who am I?",you,Instagram,they,we,0
