riddle,choice0,choice1,choice2,choice3,(index of correct choice)
I'm flat when I'm new. I'm fat when you use me. I release my gas when something sharp touches me. What am I?,poison,parachute,balloon,blimp,2
"I always wear a hat, looking very smart; I'm Pocoyos best friend, you probably know that.",Roberto,Pato,Manchester United,Alonso,1
"I always wear a hat, looking very smart; I'm Pocoyos best friend, you probably know that.",Marcelo,Pato,Roberto,Alonso,1
What is the end to which we all like to come?,debt,capital gains,dividend,stockmarket,2
What is the end to which we all like to come?,stockmarket,debt,cost basis,dividend,3
"If you__e good, I will visit you once a year. What am I?",Grinch,Willy Wonka,Santa Claus,Christmas,2
"If you__e good, I will visit you once a year. What am I?",Willy Wonka,Christmas,Santa Claus,sleigh,2
I am a poison strong enough to kill the sturdiest of men but I have the power to make even the vilest of dishes irresistible. What am I?,sleeplessness,appetite,starvation,hunger,3
I am a poison strong enough to kill the sturdiest of men but I have the power to make even the vilest of dishes irresistible. What am I?,sleeplessness,starvation,loneliness,hunger,3
I love to wake up at noon And help with the many jobs I prefer the countryside to the city I help produce the things you eat What am I?,farming,wheat,farmer,crops,2
I love to wake up at noon And help with the many jobs I prefer the countryside to the city I help produce the things you eat What am I?,farmer,cow,crops,wheat,0
"In history, I'm found, just look! I fill with cheer or wonder or fright. I follow news and precede book, And measure any building's height. What am I?",comma,story,protagonist,plot,1
"In history, I'm found, just look! I fill with cheer or wonder or fright. I follow news and precede book, And measure any building's height. What am I?",comma,story,protagonist,hyphen,1
"A harvest sown and reaped on the same day In an unplowed field, Which increases without growing, Remains whole though it is eaten Within and without, Is useless and yet The staple of nations.",Carbon dioxide,invasion,hostilities,war,3
"A harvest sown and reaped on the same day In an unplowed field, Which increases without growing, Remains whole though it is eaten Within and without, Is useless and yet The staple of nations.",invasion,war,Antarctica,Carbon dioxide,1
Blow this thing up nice and big. But do not let it pop. When its filled with helium. It floats up to the top. What is it?,gravity,blimp,poison,balloon,3
Blow this thing up nice and big. But do not let it pop. When its filled with helium. It floats up to the top. What is it?,blimp,balloon,gravity,parachute,1
"Take off my skin, I won't cry, but you will.",garlic,celery,sausage,onion,3
"Take off my skin, I won't cry, but you will.",onion,celery,tomato,garlic,0
"I had a long, sometimes troubling history, from a stampede in a Paris Salon over a hundred years ago, to yesterday's Smoking Gun.  A hearing-impaired inventor took a lot of credit for me, yet had his troubles as would the flyer son, heir to the fortune of a drill bit king. He would also be credited, but for too much exposure.  As strange as it sounds, for many, my 'Golden' age was in black and white, while today others feel I'm only eye candy in color. And like a good child, once I was only seen and not heard. And as Dave might say, I'm 'full of stars'.",comma,motion picture,theatrical release,film-making,1
"I had a long, sometimes troubling history, from a stampede in a Paris Salon over a hundred years ago, to yesterday's Smoking Gun.  A hearing-impaired inventor took a lot of credit for me, yet had his troubles as would the flyer son, heir to the fortune of a drill bit king. He would also be credited, but for too much exposure.  As strange as it sounds, for many, my 'Golden' age was in black and white, while today others feel I'm only eye candy in color. And like a good child, once I was only seen and not heard. And as Dave might say, I'm 'full of stars'.",motion picture,theatrical release,comma,hyphen,0
"If April showers bring may flowers, what do may flowers bring?",desert,travellers,pilgrims,missionaries,2
"If April showers bring may flowers, what do may flowers bring?",cannibals,desert,pilgrims,missionaries,2
"If breathes fire in fairy__ales, what__ it?",goblin,drogon,castle,dragon,3
"If breathes fire in fairy__ales, what__ it?",raven,drogon,castle,dragon,3
"A murderer is condemned to death. He has to choose between three rooms. The first is full of raging fires, the second is full of assassins with loaded guns, and the third is full of lions that haven't eaten in 3 years. Which room is safest for him?",fifth,third,second,sibling,1
"A murderer is condemned to death. He has to choose between three rooms. The first is full of raging fires, the second is full of assassins with loaded guns, and the third is full of lions that haven't eaten in 3 years. Which room is safest for him?",second,pregnant,fifth,third,3
"I am the third from a sparkle bright, I thrive throughout the day and night. Deep in the path of a cows white drink. I've had thousands of millions of years to think. But one of my creatures is killing me. And so the question I ask to thee, is who am I?",moon,earth,Antarctica,Carbon dioxide,1
"I am the third from a sparkle bright, I thrive throughout the day and night. Deep in the path of a cows white drink. I've had thousands of millions of years to think. But one of my creatures is killing me. And so the question I ask to thee, is who am I?",Carbon dioxide,moon,earth,mars,2
I fasten it and it walks. I unfasten it and it stops. What is it?,shoe,footwear,sandal,pants,2
I fasten it and it walks. I unfasten it and it stops. What is it?,shoe,sock,pants,sandal,3
"I can point in every direction, but I can__ reach the destination by myself. What am I?",toothpick,tongue,finger,eyeball,2
"I can point in every direction, but I can__ reach the destination by myself. What am I?",toes,finger,tongue,toothpick,1
"My first to us must point, it's clear, And what I say is true, sir. My next to her your thoughts will steer; My whole's an introducer.",comma,unite,usher,hyphen,2
"My first to us must point, it's clear, And what I say is true, sir. My next to her your thoughts will steer; My whole's an introducer.",usher,enact,comma,unite,0
He prefers to travel on vines and pal around with gorillas.,Aladdin,Tarzan,Olaf,Elsa,1
He prefers to travel on vines and pal around with gorillas.,Aladdin,Tarzan,Olaf,Faker,1
"Hands she has but does not hold, teeth she has but does not bite, feet she has but they are cold, eyes she has but without sight. Who is she?",toy,squirrel,doll,peacock,2
"Hands she has but does not hold, teeth she has but does not bite, feet she has but they are cold, eyes she has but without sight. Who is she?",peacock,squirrel,doll,wig,2
I travel the world and I am drunk constantly. Who am I?,water,sediment,cucumber,ocean,0
I travel the world and I am drunk constantly. Who am I?,grape,ocean,sediment,water,3
"Over 1,000 people went down on me. I wasnt a maiden for long. Something really big and hard ripped me open. What am I?",Avatar,Titanic,Tarzan,submarine,1
"Over 1,000 people went down on me. I wasnt a maiden for long. Something really big and hard ripped me open. What am I?",Tarzan,Titanic,submarine,Apollo 11,1
"I moan, I groan, I chase after you. I never seem to rest. Time's up for you. What am I?",children,daughters,ketchup,families,0
"I moan, I groan, I chase after you. I never seem to rest. Time's up for you. What am I?",children,daughters,families,McDonalds,0
I'm wrapped up but I'm not a gift. Ive been preserved but I'm not something youd eat. I'm often associated with Egypt but I'm not a pyramid. In movies I come back to life but I'm not a zombie. What am I?,mummy,ghostbusters,daughter,jaws,0
I'm wrapped up but I'm not a gift. Ive been preserved but I'm not something youd eat. I'm often associated with Egypt but I'm not a pyramid. In movies I come back to life but I'm not a zombie. What am I?,jaws,ghostbusters,babysitter,mummy,3
"A man leaves his cabin and travels 100 meter north, 100 meters west, and 100 meters south just to arrive back at his home. He sees a bird. What kind of bird is it?",penguin,giraffe,duck,dolphin,0
"A man leaves his cabin and travels 100 meter north, 100 meters west, and 100 meters south just to arrive back at his home. He sees a bird. What kind of bird is it?",penguin,shark,duck,dolphin,0
"As a whole, I am both safe and secure. Behead me, and I become a place of meeting. Behead me again, and I am the partner of ready. Restore me, and I become the domain of beasts. What am I?",steady,stable,functional,fragile,1
"As a whole, I am both safe and secure. Behead me, and I become a place of meeting. Behead me again, and I am the partner of ready. Restore me, and I become the domain of beasts. What am I?",steady,stable,functional,sane,1
Slang for the male half in a marriage.,girlfriend,dad,boyfriend,hubby,3
Slang for the male half in a marriage.,girlfriend,dad,wife,hubby,3
"Through its wounds, water does run. It once held many but now has none. What is it?",boat,cave,shore,shipwreck,3
"Through its wounds, water does run. It once held many but now has none. What is it?",shore,boat,island,shipwreck,3
"What is this Mexican dish consisting of a fried folded tortilla, filled with various mixtures, such as seasoned meat, beans, lettuce, and tomato?",burrito,sandwich,taco,tortilla,2
"What is this Mexican dish consisting of a fried folded tortilla, filled with various mixtures, such as seasoned meat, beans, lettuce, and tomato?",sandwich,tortilla,taco,burger,2
I am constantly overlooked by everyone but everyone has me. What am I?,throat,chin,lips,nose,3
I am constantly overlooked by everyone but everyone has me. What am I?,chin,nose,throat,forehead,1
I follow a route but I'm not a mailman. I'm red in London but I'm not a telephone box. I'm sometimes yellow in the US but I'm not a taxi. I'm a mode of transport but I'm not a train. I have wheels that go round and round but I'm not a car,subway,valley,bus,waterfall,2
I follow a route but I'm not a mailman. I'm red in London but I'm not a telephone box. I'm sometimes yellow in the US but I'm not a taxi. I'm a mode of transport but I'm not a train. I have wheels that go round and round but I'm not a car,valley,taxi,bus,subway,2
